Date,Open,High,Low,Close,Adj Close,Volume
2024-04-16,93.04000091552734,94.19000244140625,91.6500015258789,93.38999938964844,89.43455505371094,10388200
2024-04-17,94.61000061035156,95.06999969482422,93.66000366210938,94.83999633789062,90.8231430053711,10181200
2024-04-18,95.16000366210938,95.87999725341797,94.52999877929688,95.73999786376953,91.68502807617188,10062900
2024-04-19,95.41999816894531,96.22000122070312,94.48999786376953,94.52999877929688,90.5262680053711,11241900
2024-04-22,94.62999725341797,95.05999755859375,93.8499984741211,94.19000244140625,90.20068359375,8642000
2024-04-23,94.37000274658203,94.72000122070312,93.91000366210938,94.0199966430664,90.0378646850586,6582700
2024-04-24,94.0999984741211,95.19000244140625,94.0999984741211,94.63999938964844,90.63160705566406,6493200
2024-04-25,94.0,94.79000091552734,92.44000244140625,93.94000244140625,89.96126556396484,5317900
2024-04-26,94.58999633789062,95.41999816894531,93.91000366210938,94.12000274658203,90.1336441040039,6115700
2024-04-29,94.44000244140625,94.88999938964844,93.69999694824219,94.05999755859375,90.07618713378906,5030700
2024-04-30,92.91000366210938,93.51000213623047,92.25,92.26000213623047,88.35242462158203,6493300
2024-05-01,91.80999755859375,91.87000274658203,90.08999633789062,90.33999633789062,86.51374053955078,9783100
2024-05-02,91.33000183105469,92.44999694824219,90.91000366210938,92.41000366210938,88.4960708618164,7333300
2024-05-03,93.08999633789062,93.6500015258789,91.87000274658203,92.1500015258789,88.24708557128906,5736700
2024-05-06,92.80999755859375,93.37000274658203,92.4800033569336,93.36000061035156,89.40583038330078,6696300
2024-05-07,94.08000183105469,94.31999969482422,93.20999908447266,93.77999877929688,89.80803680419922,7113500
2024-05-08,93.12000274658203,93.63999938964844,92.7300033569336,93.58999633789062,89.62609100341797,5372900
2024-05-09,93.63999938964844,93.9800033569336,93.01000213623047,93.38999938964844,89.43455505371094,6429800
2024-05-10,93.06999969482422,93.13999938964844,90.87999725341797,90.94000244140625,87.08834075927734,10548400
2024-05-13,91.2699966430664,92.7699966430664,91.1500015258789,92.72000122070312,88.7929458618164,8792100
2024-05-14,92.98999786376953,94.33999633789062,92.5999984741211,92.79000091552734,88.85997009277344,7811000
2024-05-15,92.29000091552734,92.62000274658203,90.8499984741211,91.66999816894531,87.78740692138672,15614400
2024-05-16,91.69000244140625,92.83999633789062,91.52999877929688,91.7699966430664,87.88317108154297,12711700
2024-05-17,92.01000213623047,92.29000091552734,91.33999633789062,92.18000030517578,88.27579498291016,12019600
2024-05-20,92.25,92.69999694824219,90.83000183105469,91.7699966430664,87.88317108154297,9701500
