,Date,Open,High,Low,Close,Volume
0,2024-05-07 00:00:00-04:00,59.2207082313343,59.27732588455574,58.73947077745079,59.08860397338867,9807000
1,2024-05-08 00:00:00-04:00,59.305633544921875,59.418868852574406,58.95650034525433,59.305633544921875,10484400
2,2024-05-09 00:00:00-04:00,59.26789409605967,59.58872027971889,59.21127644027114,59.333946228027344,9113700
3,2024-05-10 00:00:00-04:00,59.37169771867641,59.786886731818264,59.249031509858895,59.69252395629883,8371700
4,2024-05-13 00:00:00-04:00,59.67364631274948,60.03221400880319,59.61702865568091,59.99447250366211,10137600
5,2024-05-14 00:00:00-04:00,59.99447229435114,60.164318065821675,59.25845715331277,59.54153823852539,10852200
6,2024-05-15 00:00:00-04:00,59.50379497565434,59.8151830803178,59.44717732045589,59.569847106933594,9838900
7,2024-05-16 00:00:00-04:00,59.67365126230337,60.136016234880735,59.513236353756,59.74913787841797,10228000
8,2024-05-17 00:00:00-04:00,59.768009753170965,59.79631678394582,59.39056587817222,59.47549057006836,11539000
9,2024-05-20 00:00:00-04:00,59.38112635099935,59.456612959836356,58.93763037552896,59.04142761230469,11000900
10,2024-05-21 00:00:00-04:00,59.277334219145494,59.428311049392775,58.91876289746886,59.36225891113281,9796200
11,2024-05-22 00:00:00-04:00,59.17353508072362,59.466054254783856,59.12635549770008,59.447181701660156,7419400
12,2024-05-23 00:00:00-04:00,58.965941004772375,59.333946771842655,58.55075205766027,58.588497161865234,9834300
13,2024-05-24 00:00:00-04:00,58.71116119514843,58.89987949853023,58.475259716350266,58.50356674194336,8203100
14,2024-05-28 00:00:00-04:00,58.3054179463115,58.626244143183506,57.9374121674583,58.33372497558594,12347000
15,2024-05-29 00:00:00-04:00,58.00346055918742,58.39033886578214,57.626016728551576,58.220489501953125,11861800
16,2024-05-30 00:00:00-04:00,58.36203399752025,58.579066561272356,58.12613247998853,58.47526931762695,9433800
17,2024-05-31 00:00:00-04:00,58.49414180936657,59.47548938559056,58.21105710896948,59.38113021850586,19816600
18,2024-06-03 00:00:00-04:00,59.173535731433724,59.53210704558428,58.928199737270596,59.38113021850586,9369000
19,2024-06-04 00:00:00-04:00,59.63590104307771,60.36247810871038,59.39056146269718,60.33416748046875,11895600
20,2024-06-05 00:00:00-04:00,60.38135190730872,60.45683851851144,59.77744101983007,60.3152961730957,9632500
21,2024-06-06 00:00:00-04:00,60.31529319914025,60.73048213878339,60.23980659165953,60.532325744628906,8658500
22,2024-06-07 00:00:00-04:00,60.4757120293544,60.5983854308932,60.2115070704475,60.30586624145508,9523100
23,2024-06-10 00:00:00-04:00,60.33417074898016,60.38135393208186,59.79631557767859,60.003910064697266,15685300
24,2024-06-11 00:00:00-04:00,60.003904923975654,60.06052257910418,59.51322937824199,59.96615982055664,8396000
25,2024-06-12 00:00:00-04:00,60.09826478353076,60.09826478353076,59.15465878448261,59.333946228027344,9569600
26,2024-06-13 00:00:00-04:00,59.31508196512076,59.48493135665083,58.92820359542931,59.43775177001953,9668900
27,2024-06-14 00:00:00-04:00,59.31888141820082,59.613666735662974,59.043111465895876,59.48053741455078,8179200
28,2024-06-17 00:00:00-04:00,59.30936430870082,59.81335849613194,59.12868933735855,59.547096252441406,10532700
29,2024-06-18 00:00:00-04:00,59.46151134075345,59.737281260217564,59.37592769773015,59.55660629272461,10651700
30,2024-06-20 00:00:00-04:00,59.337897909884376,59.661213516459135,58.90997966184399,59.128692626953125,13306300
31,2024-06-21 00:00:00-04:00,59.12868789396557,60.00353968437412,59.12868789396557,59.689735412597656,28278100
32,2024-06-24 00:00:00-04:00,59.898943700124796,60.91643252811763,59.82286773494682,60.83085250854492,13212500
33,2024-06-25 00:00:00-04:00,60.80232094124771,60.92594256833585,60.393421705688276,60.70722961425781,10235300
34,2024-06-26 00:00:00-04:00,60.28882448979375,60.96398236300316,60.127164876101766,60.90692901611328,9402500
35,2024-06-27 00:00:00-04:00,60.9069328448563,61.116130881604306,60.49802994393129,60.773799896240234,8494100
36,2024-06-28 00:00:00-04:00,60.7642898802241,60.916434560653144,60.40293628857516,60.52655792236328,17358800
37,2024-07-01 00:00:00-04:00,60.88790516173479,61.144659727536535,60.022561018946256,60.17470932006836,10033400
38,2024-07-02 00:00:00-04:00,60.15569306961756,60.26980702128427,59.77532411323392,60.05109405517578,8878200
39,2024-07-03 00:00:00-04:00,60.089122775662794,60.54556765701321,59.84188315857771,60.22225570678711,9154200
40,2024-07-05 00:00:00-04:00,60.22225750230018,60.65968340653173,59.90844959654609,60.63115310668945,11735500
41,2024-07-08 00:00:00-04:00,60.46949642389191,60.46949642389191,59.7563006036514,59.87041091918945,11235100
