ticker,x,y
XOM,59.615192,23.53902
CVX,23.03197,51.80239
HAL,72.43128,-95.30078
MMM,70.93316,-69.37531
CAT,16.864134,63.310616
DAL,75.67783,-82.750496
MCD,43.062786,41.44618
NKE,64.78325,-81.26719
KO,52.9271,33.258923
JNJ,12.727083,52.90124
PFE,60.999165,-58.146263
UNH,-81.530464,38.589893
JPM,-73.32526,25.448332
GS,-73.90186,43.617264
BAC,-84.51378,25.323126
AAPL,-103.99202,39.959465
MSFT,42.619816,31.266354
NVDA,4.502856,61.467827
GOOGL,-90.87882,43.285458
META,60.23369,-69.87733
