Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-17 00:00:00-04:00,173.87746502819599,174.8840916689121,171.79711110588238,172.64076232910156,9017100,0.0,0.0
2024-04-18 00:00:00-04:00,173.61862312306104,175.78525548815472,172.53529962629594,173.76242065429688,9557700,0.0,0.0
2024-04-19 00:00:00-04:00,174.86488374948237,178.20113230723476,173.91579091483374,178.1244354248047,13402300,0.0,0.0
2024-04-22 00:00:00-04:00,178.3065818323909,182.27555391774052,178.2969855796847,181.58529663085938,11529700,0.0,0.0
2024-04-23 00:00:00-04:00,183.23428950378278,184.28883895046812,182.64948844911228,184.2025604248047,9144400,0.0,0.0
2024-04-24 00:00:00-04:00,182.65902346925535,185.24748097776123,182.31389482622563,185.1036834716797,6964900,0.0,0.0
2024-04-25 00:00:00-04:00,184.30797154370308,185.9281583935314,183.28216722919768,185.38169860839844,9802300,0.0,0.0
2024-04-26 00:00:00-04:00,185.5734772876732,186.81976155716063,185.0845364286734,185.4967803955078,6413700,0.0,0.0
2024-04-29 00:00:00-04:00,185.48717558117502,186.23495195973294,184.48054903205914,185.29544067382812,5387800,0.0,0.0
2024-04-30 00:00:00-04:00,184.8448663979771,186.93481650696833,183.72320176459183,183.81907653808594,8153700,0.0,0.0
2024-05-01 00:00:00-04:00,184.32717863603727,186.42671034800628,182.9083080717364,183.93411254882812,7445300,0.0,0.0
2024-05-02 00:00:00-04:00,185.09411048063117,185.50633976958161,181.6907612697659,183.7423553466797,6501700,0.0,0.0
2024-05-03 00:00:00-04:00,184.06831413963806,184.57641821151952,180.67456103420002,182.63986206054688,8922800,0.0,0.0
2024-05-06 00:00:00-04:00,183.80944819934183,184.2600332249276,181.9783632240918,184.06829833984375,7911100,0.0,0.0
2024-05-07 00:00:00-04:00,183.78067590620714,184.95985926440983,183.73273853116427,183.82861328125,7688800,0.0,0.0
2024-05-08 00:00:00-04:00,183.10960669680316,188.5261939231099,183.10960669680316,187.5675048828125,9227600,0.0,0.0
2024-05-09 00:00:00-04:00,187.10736271795474,189.42738874358233,187.04026208314102,189.3411102294922,7977300,0.0,0.0
2024-05-10 00:00:00-04:00,190.33814573852757,191.1051000177961,190.07931018916793,190.55865478515625,7529800,0.0,0.0
2024-05-13 00:00:00-04:00,190.58739418867287,191.5940206597629,189.85878111742107,190.52027893066406,7049200,0.0,0.0
2024-05-14 00:00:00-04:00,190.77915069779183,193.2525705878791,189.97385528104797,193.18545532226562,8596200,0.0,0.0
2024-05-15 00:00:00-04:00,193.6647758753469,194.3166920568384,191.5173216973383,193.76065063476562,8370000,0.0,0.0
2024-05-16 00:00:00-04:00,193.8660864223427,196.03271824773813,193.6455920532264,194.1057586669922,8497900,0.0,0.0
2024-05-17 00:00:00-04:00,195.3904447287962,196.57922461043975,194.43175552282327,196.3299560546875,9260500,0.0,0.0
2024-05-20 00:00:00-04:00,195.94646044000078,197.37491243517428,187.32784034615054,187.5004119873047,17373300,0.0,0.0
2024-05-21 00:00:00-04:00,188.86176341948598,191.64195611591128,188.47829360909478,191.2776641845703,14420800,0.0,0.0
2024-05-22 00:00:00-04:00,190.7791278137312,192.6389869781935,189.52324745359738,190.1176300048828,9425300,0.0,0.0
2024-05-23 00:00:00-04:00,189.63829745126534,190.10806039860006,187.97018770099368,188.78506469726562,8069400,0.0,0.0
2024-05-24 00:00:00-04:00,189.58079156400566,192.46644082422952,189.39863827328057,192.41851806640625,7356200,0.0,0.0
2024-05-28 00:00:00-04:00,191.6036125630803,192.13089451702652,190.45318851802023,191.25848388671875,6910200,0.0,0.0
2024-05-29 00:00:00-04:00,189.82044693132437,190.76955443221763,188.75630141642043,189.9259033203125,6120000,0.0,0.0
2024-05-30 00:00:00-04:00,190.35732523946047,191.59404249956677,190.2039314566132,191.09552001953125,6829100,0.0,0.0
2024-05-31 00:00:00-04:00,191.06676419639206,194.9015210708668,190.15601236439161,194.2592010498047,14417900,0.0,0.0
2024-06-03 00:00:00-04:00,193.95236848520958,194.05782485993137,190.96126349809424,193.4826202392578,6444300,0.0,0.0
2024-06-04 00:00:00-04:00,191.89121473962575,193.63602130368506,190.08887454138957,190.93252563476562,6848300,0.0,0.0
2024-06-05 00:00:00-04:00,191.50773045425237,191.56526408846938,188.78505690537415,189.1110076904297,8351600,0.0,0.0
2024-06-06 00:00:00-04:00,189.11102988577807,189.8396430536934,187.26076671659627,188.77549743652344,7640300,0.0,0.0
2024-06-07 00:00:00-04:00,189.27396470498678,192.61979462464913,188.87131707517273,191.6898651123047,6964500,0.0,0.0
2024-06-10 00:00:00-04:00,191.0092423122621,192.54313626193007,190.24228802320997,191.36395263671875,6070800,0.0,0.0
2024-06-11 00:00:00-04:00,189.73415971337363,189.76291921555642,185.60221211085312,186.330810546875,9235300,0.0,0.0
2024-06-12 00:00:00-04:00,187.9030629910031,188.59332031104074,183.40680878602598,183.6177215576172,12751300,0.0,0.0
2024-06-13 00:00:00-04:00,184.37510431277676,186.54173652510667,182.99458959650315,185.6597442626953,8587800,0.0,0.0
2024-06-14 00:00:00-04:00,183.54101774777556,186.81015095563032,183.5122582462289,185.77476501464844,6874000,0.0,0.0
2024-06-17 00:00:00-04:00,185.48716772913508,187.50042074214187,184.68187237530643,186.92520141601562,8725400,0.0,0.0
2024-06-18 00:00:00-04:00,186.5609073499265,189.78210335662163,186.11032229627904,188.86175537109375,9023000,0.0,0.0
2024-06-20 00:00:00-04:00,188.276958498773,191.21054490916163,188.00852671144565,190.4627685546875,8731100,0.0,0.0
2024-06-21 00:00:00-04:00,188.58375516180442,189.02474399297842,186.19661383575362,188.19068908691406,20972100,0.0,0.0
2024-06-24 00:00:00-04:00,189.63830383493246,190.99964071138498,188.95764271092415,190.6641082763672,9785900,0.0,0.0
2024-06-25 00:00:00-04:00,189.90670597268976,191.80492077987228,189.57117359007896,189.88754272460938,6862500,0.0,0.0
2024-06-26 00:00:00-04:00,189.29314943452172,189.76291233386254,188.17148500476569,189.2739715576172,7758600,0.0,0.0
2024-06-27 00:00:00-04:00,189.28358009107907,191.6036059802996,188.76587978010525,190.94210815429688,7913500,0.0,0.0
2024-06-28 00:00:00-04:00,191.74742919531556,194.23044543894838,191.0667680283696,193.90447998046875,15307600,0.0,0.0
2024-07-01 00:00:00-04:00,194.46051287571873,198.53494195599288,194.28795584220356,196.9626922607422,10205800,0.0,0.0
2024-07-02 00:00:00-04:00,196.80929606300535,200.23182347007662,196.31078822001166,200.20306396484375,7802900,0.0,0.0
