Date,Close,High,Low,Open,Volume
2024-04-08,393.52630615234375,395.43382671042144,390.6601985931673,392.1459806546525,1181900
2024-04-09,393.6892395019531,396.095228779863,390.1809146783828,394.456103242353,1247200
2024-04-10,384.151611328125,388.6472494933519,380.82541478215916,387.26692400003196,1903300
2024-04-11,381.0075378417969,384.83217383151543,378.47693138797433,383.8832110377622,2176200
2024-04-12,373.34869384765625,377.7580658815957,371.07691638581485,376.55986854915915,2815800
2024-04-15,384.2666931152344,395.75979290002925,382.16744898775664,390.1330627443469,6177000
2024-04-16,380.4132080078125,388.187126436603,378.8028380365053,387.68868694630146,3459700
2024-04-17,387.1710510253906,390.24801310649025,384.55417792667,385.72361951165,4373800
2024-04-18,386.40423583984375,390.95738556804645,385.73326290530053,388.6856081735909,2776300
2024-04-19,387.2573547363281,391.09158597134126,386.30839186657846,387.3148658646243,2805500
2024-04-22,400.0541076660156,400.6580037664898,387.80374003008876,390.0755173582628,4165600
2024-04-23,406.42852783203125,407.72258677829564,398.95178831362534,400.39919077315506,2662300
2024-04-24,405.5082702636719,406.9844281057166,402.2203950178115,404.0320831687668,1575900
2024-04-25,402.6421813964844,406.0546447327881,397.65769852180534,403.54322804456183,1970100
2024-04-26,409.8505859375,410.77079328043556,402.2492292263766,402.8147748461424,2322700
2024-04-29,412.95623779296875,415.3717926507086,409.49585855915996,409.8505202254662,2453000
2024-04-30,409.02618408203125,413.51225674620207,408.3456162457564,410.74201070729254,1829900
2024-05-01,409.2562255859375,415.4676608188407,407.56915465707004,409.0069912206658,2310100
2024-05-02,414.64337158203125,415.67860117725354,410.42572293952793,413.33015202259986,2087500
2024-05-03,420.0208740234375,423.9701277068977,416.8959953070419,416.97266706420726,2406300
2024-05-06,425.2833251953125,425.9638929996206,421.4586599224017,423.4428814640403,1914300
2024-05-07,425.4079284667969,428.8779321816251,424.51647675752383,426.7211771897868,2058200
2024-05-08,428.42742919921875,429.45306383408143,423.7304724805829,424.4493908453296,2006700
2024-05-09,436.68060302734375,437.5145436596211,427.8426986578943,427.8426986578943,2710200
2024-05-10,435.8849792480469,439.73837089906425,435.491967057445,437.6007765705303,1823900
2024-05-13,434.763427734375,438.25259180103984,434.5333832474686,437.36111090855843,1579600
2024-05-14,439.469970703125,442.6331995617968,435.19481134944715,435.9904014068694,2412900
2024-05-15,446.7742004394531,446.87006206979987,441.8472285705452,442.4606903496119,2217700
2024-05-16,445.269287109375,448.84471846232714,443.12212686141686,445.1255092807822,2070300
2024-05-17,448.336669921875,449.2377166233173,445.0104730779201,447.0522059385742,1655900
2024-05-20,443.7547912597656,451.9408838186779,443.4288850880067,448.79681511438963,2591500
2024-05-21,450.9151916503906,451.77788784553564,443.0454400685902,443.074195633333,2762600
2024-05-22,443.2179870605469,450.8385044798947,440.6969752135597,447.9915864715327,2729500
2024-05-23,439.16326904296875,445.0679888544021,438.45394560148156,444.99131709837525,2254500
2024-05-24,442.06768798828125,445.96902533267394,440.0739005958292,440.78322402104124,1932200
2024-05-28,440.75445556640625,444.47366447617145,439.891759405026,440.87907275970184,1930800
2024-05-29,438.22393798828125,439.7288516933554,432.93267953801774,435.99048164884283,2315700
2024-05-30,434.1832275390625,439.61254229199193,431.64695945253175,436.85449053987634,2135000
2024-05-31,440.2489929199219,440.4900825783786,432.1483862817534,433.7299485675768,2638300
2024-06-03,438.7638854980469,442.51522514059855,434.15425257695745,442.51522514059855,1930700
2024-06-04,439.0724792480469,441.396587113827,433.1995386322324,434.4435695245143,1835000
2024-06-05,445.22509765625,446.51733472491446,441.19408553356516,441.24229169445414,1678900
2024-06-06,441.7727355957031,447.9639020984526,440.7215881223053,445.36015121193003,1598000
2024-06-07,438.69635009765625,444.7235910157234,438.30095956184454,439.20745895031285,1736100
2024-06-10,437.38482666015625,439.13031335341617,434.2506612431033,436.2083080033285,1698600
2024-06-11,428.4356384277344,435.755117589286,427.57737446950074,434.9643658047035,1938200
2024-06-12,432.7077331542969,441.3291017426041,430.28718355248935,439.36180187838823,1733000
2024-06-13,430.4415283203125,432.3413162101679,426.3912098513144,430.80798934930385,1849100
2024-06-14,430.54754638671875,432.2544799996334,423.49808714472056,426.2368621266421,1559100
2024-06-17,434.1349792480469,434.71360033635915,427.5870050644884,429.2360501507709,1531600
2024-06-18,441.1265869140625,441.37732959012436,432.5245239109967,433.5467417643221,1798400
2024-06-20,441.72442626953125,444.0003277727845,439.0145810725707,441.6762201135263,2080600
2024-06-21,434.1349792480469,442.44774627946316,433.86495999748666,442.33202794777895,3780800
2024-06-24,445.6204833984375,446.9995091996624,433.96139089465464,435.16683920269537,1882200
2024-06-25,441.0783386230469,447.53952354770485,440.4707879997822,443.08419155028236,1555900
2024-06-26,439.61248779296875,441.6087171151096,436.3240509361595,439.1785440902566,2131700
2024-06-27,430.0653991699219,433.749256480444,427.01802213529305,433.749256480444,2835200
