Date,Close,High,Low,Open,Volume
2024-04-08,35.79104995727539,35.86740594479411,35.43791261713603,35.50472228578796,29470300
2024-04-09,36.010555267333984,36.048733247636605,35.50470977130835,35.80058001652217,30967300
2024-04-10,34.97978591918945,35.53335223845445,34.88434093941707,35.4856315689951,37610700
2024-04-11,34.69344711303711,35.075219667803346,34.40711951738889,35.075219667803346,38604000
2024-04-12,34.158973693847656,34.445301321251534,33.91082041347186,34.178062687788355,47126100
2024-04-15,34.31167984008789,35.08476402122572,34.13033622951732,34.674363420375954,44392000
2024-04-16,33.09955978393555,34.52165531264912,32.59371416322107,34.45484565107753,95566100
2024-04-17,33.624488830566406,34.120791692080836,33.16636395244221,33.29998325345516,65951400
2024-04-18,34.13987731933594,34.349852566436574,33.57676486280903,33.9203593977546,44506200
2024-04-19,35.28520202636719,35.42836403252836,34.416672748582954,34.45484709904708,56273700
2024-04-22,36.010555267333984,36.18235253784318,35.18974689509062,35.313823510647836,43867100
2024-04-23,36.62139129638672,36.66911195512756,36.106003084791546,36.21098707768026,39180300
2024-04-24,36.573673248291016,36.73592786861516,36.26825664152537,36.28734563455486,28670600
2024-04-25,36.1823616027832,36.525956229884,35.67651598002564,36.20145059771697,41116000
2024-04-26,36.10600280761719,36.56412768154762,36.05827850838982,36.201444124366205,28668700
2024-04-29,35.838768005371094,36.32552828803357,35.74332666881362,36.115552978582805,26438800
2024-04-30,35.323368072509766,35.95329021774731,35.294736406179396,35.647873640714124,30283800
2024-05-01,35.266109466552734,35.80058672757021,35.09431216383904,35.51425910333181,32272000
2024-05-02,35.199302673339844,35.78150428648595,34.97978468886491,35.666970314787534,34860300
2024-05-03,35.552433013916016,35.81967161377992,35.39018204709946,35.552433013916016,34082700
2024-05-06,35.972389221191406,36.067834203612676,35.65742988133571,35.94375754689192,28422300
2024-05-07,36.11554718017578,36.41142110136669,35.98192787410667,35.98192787410667,29119500
2024-05-08,35.99147033691406,36.09645797416226,35.81013037130089,35.981927661188315,32803300
2024-05-09,36.53549575805664,36.66911507022332,35.75286523749192,35.81967489357526,26855400
2024-05-10,36.69775390625,37.01271322363726,36.58322357636859,36.726385578506964,27359100
2024-05-13,36.46868896484375,37.01271257328837,36.44005729308987,36.860004255845205,24060600
2024-05-14,36.735931396484375,37.02225903771749,36.62139742730834,36.6500327400291,27594800
2024-05-15,37.13678741455078,37.45175035195376,37.012710774890216,37.031799768749785,34084400
2024-05-16,37.43265914916992,37.56627845744867,36.94589893660812,37.14632789902623,32554200
2024-05-17,37.499473571777344,37.690359882528725,37.375396923660915,37.652181892207736,25537300
2024-05-20,37.05088806152344,37.67126760723399,37.022256391702506,37.470834995927774,28369800
2024-05-21,37.84306716918945,37.93850850153117,37.00316960933923,37.00316960933923,31799200
2024-05-22,37.94804763793945,37.99577194051117,37.54718971047942,37.613999365056095,42837600
2024-05-23,37.38494110107422,38.02440972162522,37.1654231091996,37.95760005630919,39033900
2024-05-24,37.890785217285156,37.967137549712255,37.289494670689024,37.37539332020276,22166300
2024-05-28,37.52810287475586,37.92896446611073,37.327673899505086,37.84306581373849,31217900
2024-05-29,36.955448150634766,37.12724545784831,36.802739837650876,37.06997847515934,26677500
2024-05-30,36.86954879760742,37.33721640437551,35.876942961615335,36.964990126091806,50989100
2024-05-31,38.16757583618164,38.25347449847192,36.898184897986845,36.93636289030558,58188400
2024-06-03,38.062583923339844,38.358454228605176,37.56628100123111,38.21529223469227,31898600
2024-06-04,37.87169647216797,38.31073239884741,37.62354319823386,37.81442949183243,26974200
2024-06-05,38.13893127441406,38.16756658213711,37.718984383288856,38.00531197454935,34140300
2024-06-06,37.890785217285156,38.177112835379866,37.62354295165732,38.091214185866136,38676400
2024-06-07,38.19805908203125,38.37090127667371,37.7179426886905,37.7179426886905,25928700
2024-06-10,38.092430114746094,38.25567158135001,37.65072394416606,38.006012686716936,37176200
2024-06-11,37.31464767456055,37.78515970134052,36.93055308441579,37.765958268531016,44629000
2024-06-12,37.8427734375,38.29408401297022,37.54509995919025,38.21726363289132,38964700
2024-06-13,37.698734283447266,37.78515537318072,37.381859396422634,37.727543755356464,40018700
2024-06-14,37.679534912109375,37.909988721995376,37.36265634476955,37.545099249512404,32347900
2024-06-17,37.93879318237305,37.957998276346316,37.4298710125714,37.53549719792581,26135400
2024-06-18,38.39970397949219,38.42850978585369,37.890778201459604,37.986803660992514,30804500
2024-06-20,38.39970397949219,38.706978124004024,38.16924653960994,38.19805234597144,29383300
2024-06-21,37.919593811035156,38.3228898173878,37.80436324093669,38.265274532338566,72244900
2024-06-24,38.42851257324219,38.735786740041966,38.07322750469188,38.18845440149254,31064900
2024-06-25,37.81396484375,38.476524089684986,37.785155371841824,38.198055726887375,30596000
2024-06-26,37.44907760620117,37.78515760669894,36.94015541601962,37.61231541701515,44310200
2024-06-27,37.68914031982422,37.78516214206417,36.815328550648836,37.16101297150903,29464200
2024-06-28,38.18845748901367,38.46692586987659,37.756352012329366,38.15965167823382,52028200
2024-07-01,38.418907165527344,38.73578570198358,38.09242791417708,38.32288536459952,26770500
2024-07-02,39.302330017089844,39.33113582982487,38.37090300001667,38.409313192328405,35626100
2024-07-03,39.27352523803711,39.561594361962065,39.12948884457581,39.38875215500756,17100700
2024-07-05,38.803001403808594,39.331128630939006,38.68777451096122,39.30232282347638,23489000
2024-07-08,39.00465393066406,39.40795359715696,38.82221102379662,38.9854488357837,26728500
2024-07-09,39.7728385925293,40.16653753497996,38.98544803362244,39.13908512650677,34697200
2024-07-10,40.08011245727539,40.0993138868547,39.43675467646232,39.638402654016936,25333400
2024-07-11,40.14733123779297,40.2337523288888,39.744031591680056,40.10892104997324,33824600
2024-07-12,39.93608093261719,40.25295584102069,39.455964549038235,39.840059121100325,31856600
2024-07-15,40.224151611328125,40.55063091151521,40.04170869707554,40.1857414200126,36648100
2024-07-16,42.37507247924805,42.63433576250757,40.54102806478011,40.829097158513825,75953300
2024-07-17,42.23103332519531,42.672739484088474,41.9141584418144,41.9141584418144,65713600
2024-07-18,41.29961013793945,42.480699677398505,41.222793420517824,41.88535271814346,48549200
2024-07-19,41.19398880004883,41.82774230483431,40.99233712711905,41.15557860872911,43903000
2024-07-22,40.61784362792969,41.165175989393504,40.29136435416205,40.944322901697326,42838300
2024-07-23,40.723472595214844,41.0787577029036,40.473813680811304,40.541029683266004,36705100
2024-07-24,40.51222229003906,41.04995400030109,40.396995374624915,40.598643392349075,36567200
