Date,Close,High,Low,Open,Volume
2024-04-08,147.9248809814453,149.05309433038593,147.0626639194778,148.27342639236306,7253200
2024-04-09,148.59445190429688,149.08059312725715,147.1818935197956,148.45687004727782,6576200
2024-04-10,149.20899963378906,149.30073019769637,147.68636184808918,148.787072630501,7525800
2024-04-11,148.49356079101562,150.08039893237117,146.57651218131994,150.08039893237117,7682500
2024-04-12,145.80599975585938,150.30968456775327,144.96211782358765,148.86042854823324,11071000
2024-04-15,144.54940795898438,147.20944105887486,144.338444401516,146.70495081612643,7236900
2024-04-16,143.34779357910156,144.75118461380882,142.5589582135173,144.28339226761335,5541900
2024-04-17,143.4578399658203,144.6594487666088,142.76073526894461,143.0817782455731,6733900
2024-04-18,144.53102111816406,144.96211553860712,143.44865935016554,144.13659652602402,4979200
2024-04-19,146.75994873046875,147.44788599014282,145.06303122482495,145.61338663101196,7734700
2024-04-22,148.52105712890625,149.2365107144452,145.32903236295422,146.714074253704,6779200
2024-04-23,149.37413024902344,149.37413024902344,147.31031827196605,147.96155776912101,5597600
2024-04-24,150.03453063964844,150.28217796574918,148.0899518815124,148.48437650550048,7610300
2024-04-25,151.60302734375,151.896553962107,149.20900509773884,150.15377115688122,9702600
2024-04-26,152.16253662109375,153.1623353328387,149.78686349997267,151.55714852189988,9736400
2024-04-29,152.56614685058594,153.28160050894851,151.06185787709023,152.1809036496307,6364000
2024-04-30,147.9248809814453,152.37353416840247,147.6313543237026,152.23595229516144,8457300
2024-05-01,146.4205780029297,148.08996522356276,145.75097562682802,147.47540958767277,7713700
2024-05-02,147.42953491210938,148.39264986073016,146.65904855166042,147.1360222969418,8597100
2024-05-03,146.9892578125,147.36533353165046,144.04488024966392,147.36533353165046,11664500
2024-05-06,148.86962890625,150.44729950778853,147.429540161076,147.429540161076,8430300
2024-05-07,149.20899963378906,149.6492755490824,148.6127929567485,148.87878919828933,6869900
2024-05-08,149.08975219726562,149.58507484690472,148.172502545761,148.54857826194646,6706400
2024-05-09,151.75897216796875,151.81400491497826,149.26405166531887,149.5300619373592,6683300
2024-05-10,152.0983428955078,152.6486842849938,151.36454038007432,152.30012494103613,5490900
2024-05-13,150.9150848388672,153.09814349972802,149.49334507230756,152.70371886951747,6848300
2024-05-14,150.07119750976562,151.52962091648428,149.53002364127767,150.7407857537612,4924000
2024-05-15,149.55755615234375,150.245493380279,146.91587271831446,149.63093780285777,7603100
2024-05-16,149.25180053710938,150.0949297701643,148.68662770519288,149.65946804045242,6409400
2024-05-17,150.7156982421875,150.99365465658119,149.34446450528267,149.86330893884394,5497900
2024-05-20,149.29812622070312,151.02143891120008,149.23327773951564,150.76201671155104,4913800
2024-05-21,148.21412658691406,149.59463456399618,148.0010327842273,148.77929947552337,4783300
2024-05-22,145.990478515625,147.79717378975874,145.0176382487995,147.79717378975874,6260500
2024-05-23,145.40679931640625,146.94481266931768,144.84162641623766,146.31477714148886,6718400
2024-05-24,146.15725708007812,147.28760276662211,145.74032953871847,146.46300771372856,4477700
2024-05-28,147.35244750976562,147.7045265585074,146.34255292384282,146.50005825158263,6928300
2024-05-29,145.36973571777344,146.8429006291119,144.94354808961293,146.40743883243573,5909600
2024-05-30,146.6297607421875,146.81507442271618,145.2863213830482,145.3233897741335,6369600
2024-05-31,150.37289428710938,150.63231650551995,146.8614060335261,146.97259708245247,10334200
2024-06-03,145.8885955810547,149.79846347833066,144.96208351855896,149.62243806191626,9009900
2024-06-04,144.6563262939453,144.86016006946454,142.78476805392862,144.27645297252755,6360500
2024-06-05,143.59083557128906,145.4809280968617,143.17390797041196,144.68412715715013,7058500
2024-06-06,144.4709930419922,144.5543898570273,142.11765904850836,143.1460878177455,5215100
2024-06-07,144.6099853515625,146.10167014107807,143.72980183568816,144.26718045760467,5887700
2024-06-10,145.22149658203125,146.57419619076433,144.83236323688402,144.91574592424743,7074700
2024-06-11,144.98985290527344,145.23074091076313,143.1275549307944,144.69336231010175,5132000
2024-06-12,142.8866729736328,146.04608209210002,141.2004144514772,145.91637098558422,10017400
2024-06-13,141.60809326171875,142.76623328277597,141.04292036594478,142.46975678886005,6163000
2024-06-14,141.35794067382812,142.02501629816075,140.8020278265248,141.87678512467073,6159100
2024-06-17,141.93235778808594,142.61796753435624,140.76494376614562,141.29306232606135,6321400
2024-06-18,142.0620880126953,144.48954495188474,141.6080920388788,142.26592178563732,6942900
2024-06-20,145.1288299560547,145.8422481095203,141.98795503975964,142.4141567533424,8336000
2024-06-21,143.8687744140625,146.0831374082804,143.81318595907425,145.27707653604995,21289800
2024-06-24,147.6026153564453,147.81570914481907,144.71190261867858,144.78602527060212,7971600
2024-06-25,146.81509399414062,147.64894911788235,146.08314161584548,147.42658115407417,5985400
2024-06-26,144.4895477294922,146.81510196436741,144.34130241223886,146.81510196436741,8637800
2024-06-27,144.8323516845703,145.40678455719024,144.20231622069193,145.18441660450665,5568700
2024-06-28,144.9250030517578,146.92627233309935,144.69337505542063,145.94417189062182,11283400
2024-07-01,145.01763916015625,147.03742821330445,144.51731484266796,145.61060618045607,5584100
2024-07-02,145.2307586669922,146.12947645449216,144.0262902173833,146.0924080568388,7216800
2024-07-03,145.19371032714844,146.14801661258946,145.05472503645822,145.40680414126436,3264200
2024-07-05,142.9700469970703,145.04543871308508,142.3863399843741,145.04543871308508,6183100
2024-07-08,142.9886016845703,143.86878527571977,142.05282963423585,142.05282963423585,4990700
2024-07-09,141.73777770996094,143.38696765864756,141.1540848626396,141.75631190529697,5301600
2024-07-10,143.7298126220703,144.0170290831517,141.10778193751722,141.2930815120099,5416600
2024-07-11,143.85023498535156,145.16588020954717,142.8866688132118,143.6093469766791,8322500
2024-07-12,144.15599060058594,144.94353141138933,143.2016844251138,144.6841091969377,6446300
2024-07-15,146.4259490966797,147.79719702475478,144.8786757654615,145.41605441768806,5661200
2024-07-16,146.17579650878906,146.67610674883665,144.6748375137451,145.47163836822872,6924200
2024-07-17,149.3815155029297,149.61314348696092,146.6575681487305,146.8521418757948,7296600
2024-07-18,150.06715393066406,152.20739444799656,148.4642920847211,149.38152994217702,6577700
2024-07-19,147.4543914794922,150.74351218211544,146.76878159011008,150.53967839406874,6427700
2024-07-22,145.45314025878906,147.296890297302,145.32342912976077,146.59274618792728,5577300
2024-07-23,142.76622009277344,145.09177408817004,142.53459210996184,144.86014610535844,6238700
2024-07-24,143.67422485351562,144.25791780909844,142.14547154734296,143.3221457640726,5971700
2024-07-25,145.96270751953125,146.62979735112924,143.2572939302516,143.95217799337846,5432100
2024-07-26,146.2406463623047,147.35245790193537,145.51796815467222,146.13872947982057,5232500
2024-07-29,145.09178161621094,146.62052072710563,143.47964568271496,146.62052072710563,5072000
2024-07-30,147.84352111816406,148.32529716125097,144.94353414221678,144.96206834001262,5740900
2024-07-31,148.67739868164062,149.80774458120283,148.28826529387453,149.80774458120283,6209200
2024-08-01,141.4042510986328,147.77865792037358,140.85761243410985,147.04671969096407,16689900
2024-08-02,137.63336181640625,140.86687968106827,136.21579957309712,140.02376449702294,13278600
2024-08-05,134.0292205810547,135.05764939955114,132.8710806565069,134.82602141464156,13037200
2024-08-06,132.7042999267578,134.4276126840212,132.6023830488436,133.87171400785726,9692700
2024-08-07,131.94456481933594,135.02057701659788,131.82411374675692,133.9550939724675,8867900
2024-08-08,133.8717041015625,134.17745471268015,132.22251411731511,132.55605895331172,7531100
2024-08-09,134.33497619628906,135.37266508315815,132.66725181564178,133.6122979875837,7653100
2024-08-12,134.36276245117188,135.95636408283963,129.4244522264334,135.12249487327398,8442200
2024-08-13,133.5566864013672,133.9272996484749,132.53753178108315,133.49183791902948,7794800
2024-08-14,134.03848266601562,134.56660126568252,132.88960275376778,133.77906044993554,5874200
2024-08-15,136.011962890625,136.6790526540833,134.78896027846773,134.89087716281418,6304200
2024-08-16,136.4474334716797,136.77170420649392,134.9372143071946,135.31708764043165,6874400
2024-08-19,137.5623016357422,138.40548920173407,136.68163080709337,136.794052003712,5967400
2024-08-20,135.55738830566406,137.26250522434398,135.435589134445,137.09387341405053,7497600
2024-08-21,136.1476287841797,137.38430495170306,135.42622601397923,136.25067202710233,5985000
