ticker,x,y,sector
AAPL,19.318225860595703,5.157659530639648,Information_Technology
BAC,20.97577667236328,11.451234817504883,Financials
CAT,-92.51316833496094,-32.27529525756836,Industrials
CVX,-76.61175537109375,-28.592365264892578,Energy
DAL,25.348281860351562,14.901884078979492,Industrials
GOOG,-82.09957122802734,-29.600360870361328,Information_Technology
GS,-60.03652572631836,-28.97389030456543,Financials
HAL,-71.31704711914062,-26.548572540283203,Energy
JNJ,-61.37505340576172,-23.481693267822266,Healthcare
JPM,26.279354095458984,8.014883041381836,Financials
KO,-55.35300064086914,-23.278690338134766,Consumer_Staples
MCD,57.38301086425781,63.86335372924805,Consumer_Discretionary
META,52.2294807434082,63.686405181884766,Information_Technology
MMM,56.09112548828125,69.79088592529297,Industrials
MSFT,61.846492767333984,75.13410186767578,Information_Technology
NKE,61.96543884277344,82.64601135253906,Consumer_Discretionary
NVDA,-53.26603317260742,-28.923538208007812,Information_Technology
PFE,31.432188034057617,12.806796073913574,Healthcare
UNH,57.0935173034668,77.70414733886719,Healthcare
XOM,-85.86017608642578,-33.7281494140625,Energy
