Date,Open,High,Low,Close,Volume
2024-04-10 00:00:00-04:00,35.48562769913318,35.53334836338838,34.8843371351285,34.97978210449219,37610700
2024-04-11 00:00:00-04:00,35.07522352447818,35.07522352447818,34.407123300603175,34.693450927734375,38604000
2024-04-12 00:00:00-04:00,34.17805887095933,34.44529747457868,33.91081662648707,34.15896987915039,47126100
2024-04-15 00:00:00-04:00,34.67436727539558,35.084767921872796,34.1303400240532,34.311683654785156,44392000
2024-04-16 00:00:00-04:00,34.45484565107753,34.52165531264912,32.59371416322107,33.09955978393555,95566100
2024-04-17 00:00:00-04:00,33.29998325345516,34.120791692080836,33.16636395244221,33.624488830566406,65951400
2024-04-18 00:00:00-04:00,33.92037076826139,34.349864080914564,33.576776118138845,34.139888763427734,44506200
2024-04-19 00:00:00-04:00,34.45483964919255,35.42835637217922,34.416665306982516,35.285194396972656,56273700
2024-04-22 00:00:00-04:00,35.31383099242894,36.182360203635625,35.18975435058417,36.010562896728516,43867100
2024-04-23 00:00:00-04:00,36.21098707768026,36.66911195512756,36.106003084791546,36.62139129638672,39180300
2024-04-24 00:00:00-04:00,36.28734941938767,36.73593170023586,36.268260424367156,36.57367706298828,28670600
2024-04-25 00:00:00-04:00,36.20144678100716,36.52595237896164,35.67651221865955,36.18235778808594,41116000
2024-04-26 00:00:00-04:00,36.20145177392801,36.56413540774642,36.05828612769995,36.10601043701172,28668700
2024-04-29 00:00:00-04:00,36.115549134424406,36.32552442152529,35.743322864275186,35.83876419067383,26438800
2024-04-30 00:00:00-04:00,35.6478813401977,35.95329798319695,35.29474402938986,35.3233757019043,30283800
2024-05-01 00:00:00-04:00,35.514255261792464,35.80058285505911,35.0943083677249,35.26610565185547,32272000
2024-05-02 00:00:00-04:00,35.66696644940715,35.78150040869303,34.97978089795773,35.19929885864258,34860300
2024-05-03 00:00:00-04:00,35.55243682861328,35.81967545715129,35.39018584438756,35.55243682861328,34082700
2024-05-06 00:00:00-04:00,35.94375754689192,36.067834203612676,35.65742988133571,35.972389221191406,28422300
2024-05-07 00:00:00-04:00,35.98192407352291,36.4114172554178,35.98192407352291,36.115543365478516,29119500
2024-05-08 00:00:00-04:00,35.98193528856002,36.09646562581185,35.81013796225537,35.991477966308594,32803300
2024-05-09 00:00:00-04:00,35.81967863353316,36.66911889887187,35.752868970474175,36.535499572753906,26855400
2024-05-10 00:00:00-04:00,36.726385578506964,37.01271322363726,36.58322357636859,36.69775390625,27359100
2024-05-13 00:00:00-04:00,36.860000400215576,37.01270870168515,36.44005348138753,36.468685150146484,24060600
2024-05-14 00:00:00-04:00,36.6500327400291,37.02225903771749,36.62139742730834,36.735931396484375,27594800
2024-05-15 00:00:00-04:00,37.031799768749785,37.45175035195376,37.012710774890216,37.13678741455078,34084400
2024-05-16 00:00:00-04:00,37.146324113508484,37.56627462913449,36.945895171515744,37.432655334472656,32554200
2024-05-17 00:00:00-04:00,37.652181892207736,37.690359882528725,37.375396923660915,37.499473571777344,25537300
2024-05-20 00:00:00-04:00,37.470834995927774,37.67126760723399,37.022256391702506,37.05088806152344,28369800
2024-05-21 00:00:00-04:00,37.003165879306216,37.938504677213125,37.003165879306216,37.84306335449219,31799200
2024-05-22 00:00:00-04:00,37.614003146173424,37.995775760005884,37.547193484880765,37.94805145263672,42837600
2024-05-23 00:00:00-04:00,37.95760005630919,38.02440972162522,37.1654231091996,37.38494110107422,39033900
2024-05-24 00:00:00-04:00,37.37539332020276,37.967137549712255,37.289494670689024,37.890785217285156,22166300
2024-05-28 00:00:00-04:00,37.84306581373849,37.92896446611073,37.327673899505086,37.52810287475586,31217900
2024-05-29 00:00:00-04:00,37.06997464863977,37.127241625417405,36.80273603871681,36.9554443359375,26677500
2024-05-30 00:00:00-04:00,36.96498630151972,37.33721254129115,35.87693924961774,36.869544982910156,50989100
2024-05-31 00:00:00-04:00,36.93635919866315,38.25347067518942,36.89818121016015,38.167572021484375,58188400
2024-06-03 00:00:00-04:00,38.21529606469423,38.35845807295507,37.56628476618805,38.06258773803711,31898600
2024-06-04 00:00:00-04:00,37.81443330076138,38.310736257767395,37.623546987935434,37.871700286865234,26974200
2024-06-05 00:00:00-04:00,38.00531577588187,38.16757039969851,37.71898815598257,38.13893508911133,34140300
2024-06-06 00:00:00-04:00,38.091214185866136,38.177112835379866,37.62354295165732,37.890785217285156,38676400
2024-06-07 00:00:00-04:00,37.7179426886905,38.37090127667371,37.7179426886905,38.19805908203125,25928700
2024-06-10 00:00:00-04:00,38.006012686716936,38.25567158135001,37.65072394416606,38.092430114746094,37176200
2024-06-11 00:00:00-04:00,37.765958268531016,37.78515970134052,36.93055308441579,37.31464767456055,44629000
2024-06-12 00:00:00-04:00,38.21726363289132,38.29408401297022,37.54509995919025,37.8427734375,38964700
2024-06-13 00:00:00-04:00,37.72754757296892,37.78515919662285,37.38186317905564,37.69873809814453,40018700
2024-06-14 00:00:00-04:00,37.545099249512404,37.909988721995376,37.36265634476955,37.679534912109375,32347900
2024-06-17 00:00:00-04:00,37.53549719792581,37.957998276346316,37.4298710125714,37.93879318237305,26135400
2024-06-18 00:00:00-04:00,37.986811208350495,38.42851742097147,37.890785729738894,38.39971160888672,30804500
2024-06-20 00:00:00-04:00,38.19805993530109,38.70698581444891,38.16925412321634,38.39971160888672,29383300
2024-06-21 00:00:00-04:00,38.265274532338566,38.3228898173878,37.80436324093669,37.919593811035156,72244900
2024-06-24 00:00:00-04:00,38.18845819235987,38.73579058524153,38.073231284120936,38.42851638793945,31064900
2024-06-25 00:00:00-04:00,38.19805958033197,38.47652797122166,37.78515918363277,37.813968658447266,30596000
2024-06-26 00:00:00-04:00,37.612311585689895,37.78515375776736,36.94015165316299,37.449073791503906,44310200
2024-06-27 00:00:00-04:00,37.16101297150903,37.78516214206417,36.815328550648836,37.68914031982422,29464200
2024-06-28 00:00:00-04:00,38.159647866414005,38.46692202736274,37.75634824079571,38.188453674316406,52028200
2024-07-01 00:00:00-04:00,38.32288536459952,38.73578570198358,38.09242791417708,38.418907165527344,26770500
2024-07-02 00:00:00-04:00,38.409316920349156,39.33113964731804,38.370906724309314,39.30233383178711,35626100
2024-07-03 00:00:00-04:00,39.38874832911813,39.56159051928421,39.12948504386902,39.273521423339844,17100700
2024-07-05 00:00:00-04:00,39.302326687261605,39.331132497556105,38.68777831433061,38.80300521850586,23489000
2024-07-08 00:00:00-04:00,38.9854488357837,39.40795359715696,38.82221102379662,39.00465393066406,26728500
2024-07-09 00:00:00-04:00,39.13908137259414,40.16653368252219,38.985444294445465,39.77283477783203,34697200
2024-07-10 00:00:00-04:00,39.63840642667367,40.0993177033795,39.43675842992685,40.080116271972656,25333400
2024-07-11 00:00:00-04:00,40.10892104997324,40.2337523288888,39.744031591680056,40.14733123779297,33824600
2024-07-12 00:00:00-04:00,39.840055315575064,40.252951996055515,39.45596078020172,39.93607711791992,31856600
2024-07-15 00:00:00-04:00,40.1857414200126,40.55063091151521,40.04170869707554,40.224151611328125,36648100
2024-07-16 00:00:00-04:00,40.829097158513825,42.63433576250757,40.54102806478011,42.37507247924805,75953300
2024-07-17 00:00:00-04:00,41.9141584418144,42.672739484088474,41.9141584418144,42.23103332519531,65713600
2024-07-18 00:00:00-04:00,41.885356586943665,42.480703601188786,41.2227972281198,41.29961395263672,48549200
2024-07-19 00:00:00-04:00,41.15558241986947,41.827746178219215,40.99234092314271,41.193992614746094,43903000
2024-07-22 00:00:00-04:00,40.944322901697326,41.165175989393504,40.29136435416205,40.61784362792969,42838300
