Price,Open,High,Low,Close,Volume
Ticker,KO,KO,KO,KO,KO
Date,,,,,
2025-04-22,70.94344564304284,72.28456564489771,70.86569762177199,71.8180923461914,15613500
2025-04-23,71.22528025358733,71.86668292529082,70.34091314953673,71.23500061035156,16353900
2025-04-24,70.96288088245699,71.361333941526,70.26317091525561,70.47696685791016,16893900
2025-04-25,70.60330591980204,70.86569621832042,69.12612320274816,69.8841552734375,16316000
2025-04-28,70.04935569548333,70.22428501127479,69.30104407230826,69.76752471923828,15997500
2025-04-29,69.18443572688525,70.66161098255212,68.3000687130724,70.31175231933594,16244100
2025-04-30,71.28357666408353,71.40991903931807,69.67034616753686,70.50611877441406,21074700
2025-05-01,69.97161317332831,70.010487181493,69.22330890591992,69.2816162109375,18034200
2025-05-02,69.48570928717179,69.7966939832073,69.0969765635124,69.63148498535156,12629600
2025-05-05,69.6509153142261,69.77725770734105,69.00951264983667,69.68006896972656,11932700
2025-05-06,69.66062703026569,69.87443036336217,69.15527976386753,69.69950103759766,12705500
2025-05-07,69.69950064113837,70.64217492381513,69.65090627863512,70.36034393310547,15018200
2025-05-08,70.16597488635264,70.42837258443403,69.12611927847414,69.16499328613281,14371100
2025-05-09,68.99007030042453,69.14556634535236,68.47500262690527,68.53330993652344,11228900
2025-05-12,68.17373351985349,68.34866285088164,66.76457851588808,67.57119750976562,21539000
2025-05-13,67.62950665848516,67.72669538961772,66.92979672976142,67.01725769042969,14389100
2025-05-14,66.9395060931253,67.38654605749409,66.6479621586894,67.21162414550781,16286800
2025-05-15,67.73640307483038,69.70921998105949,67.63922176569827,69.59259796142578,19817100
2025-05-16,69.83555570578352,70.22428836102497,69.41766939892922,69.97161102294922,18441200
2025-05-19,70.0007686570331,70.13682398193924,69.62175633558613,69.9035873413086,13282800
2025-05-20,69.77725843140577,70.09795605969845,69.41767937609607,69.67035675048828,12137800
2025-05-21,69.67035517877366,70.04936752458184,69.5634535002678,69.82584381103516,12094400
2025-05-22,69.8161179845868,69.96189366335177,68.96091203800273,69.1358413696289,11101800
2025-05-23,69.52457636233079,69.95218305712636,68.69852404103328,69.74809265136719,12822100
2025-05-27,69.71893086520765,70.1854115155231,69.54400154814665,69.75780487060547,10666100
2025-05-28,69.68006215053438,69.87443219228179,69.0483799046175,69.14556121826172,8710900
2025-05-29,68.99978901505891,69.64119906343514,68.47500099760362,69.47598266601562,10291100
2025-05-30,69.59260062737788,70.42837326395632,69.59260062737788,70.06879425048828,28019500
2025-06-02,70.00076467456206,70.01048502991924,69.34964174034637,69.97161102294922,10202700
2025-06-03,69.68978199524805,69.7578096557461,68.484717403086,69.15528106689453,20139800
2025-06-04,69.25246569692254,69.82584066080437,68.68880367467787,69.35936737060547,13565900
2025-06-05,69.36908358308034,69.44683160659916,68.83458260392258,68.9123306274414,13531400
2025-06-06,69.07753737056977,69.4662700610649,68.94148204106538,69.33992767333984,9524000
2025-06-09,69.33992666876738,69.8064073734952,69.08724931143733,69.74809265136719,12281300
2025-06-10,69.87443269754522,70.64217768546634,69.7383773745677,70.31175231933594,12265000
2025-06-11,70.23401261507783,70.32148099846428,69.73838562890761,70.0396499633789,12718500
2025-06-12,70.21457722919266,70.36035292086493,69.58288750825263,70.2048568725586,12806900
2025-06-13,70.24399430143994,70.3516560348676,69.22611376804707,69.50994110107422,17467200
2025-06-16,69.68611838433925,70.09719387647019,68.74653112708066,69.02057647705078,15045900
2025-06-17,68.88356004385851,68.96186085585245,68.10057432544833,68.13972473144531,15437000
2025-06-18,68.51163750002343,68.51163750002343,67.6209826282787,67.73843383789062,16227600
2025-06-20,67.62098906941483,68.08099701690908,67.31758274965335,67.37630462646484,40859400
2025-06-23,67.66992288441301,68.32567534066796,67.50353927023059,68.25716400146484,21822800
2025-06-24,68.45291483075584,68.85419339136055,68.20823041396552,68.71717071533203,15216100
2025-06-25,68.44312992180942,68.53121273347614,67.95376105563523,68.14950561523438,12540400
2025-06-26,68.21801013740138,68.43333361173826,67.67970891873469,67.99290466308594,14454100
2025-06-27,68.11034641001726,69.05972308248386,67.99290267630202,68.8346176147461,23470700
2025-06-30,68.63886935517024,69.28483979452102,68.59971895273907,69.24568939208984,15429000
2025-07-01,69.48059144778411,70.909547680422,69.39250863368437,70.14613342285156,21729300
2025-07-02,70.16571222979026,70.30273491847615,69.23590687979154,69.40229797363281,13050200
2025-07-03,69.52952522923222,69.88187138910547,68.95206611887157,69.83293151855469,9440500
2025-07-07,69.85250635649176,69.85250635649176,69.29462621394387,69.50016021728516,16984700
2025-07-08,69.17717556958539,69.17717556958539,68.39418248344073,68.74652862548828,17115500
2025-07-09,68.66823505707636,68.75631785870094,67.50353489887054,68.00269317626953,33704100
2025-07-10,67.81673960257201,68.36483035314838,67.68950638323862,68.28652954101562,14608400
2025-07-11,68.0907827411925,68.66824187773241,67.7775869701259,68.38440704345703,12916700
2025-07-14,68.31588987459128,68.58993521750166,67.79715265588169,67.99290466308594,13983200
2025-07-15,68.03205842271167,68.07120882608505,67.67971225952715,67.88524627685547,12639800
2025-07-16,67.87545809582865,68.02227024446775,67.32736737256381,67.79715728759766,13178300
2025-07-17,68.32567425320681,69.18696818053881,68.03205743294204,69.0890884399414,20464700
2025-07-18,68.94228916975973,69.19675560717563,68.34525854774108,68.36483001708984,14928000
2025-07-21,68.69759799565308,69.11845548355008,68.44312411601926,68.58014678955078,17811700
2025-07-22,67.97332966851361,68.76611227608329,67.22949439955143,68.17887115478516,22339900
2025-07-23,68.17886772234118,68.25716105864356,67.1414007441969,67.68949890136719,21030000
2025-07-24,67.78736942518583,68.07120423009715,67.52310608705184,67.63076782226562,12511400
2025-07-25,67.66013700904526,67.75801675639724,67.28821935750724,67.69928741455078,12574800
2025-07-28,67.2784310943358,67.43503271916275,66.61288912317423,66.64225006103516,13668800
2025-07-29,66.88692761869395,67.94396607600741,66.70097254231199,67.90481567382812,16223400
2025-07-30,67.64056946944446,67.85589297864585,67.07289975740015,67.28822326660156,10448200
2025-07-31,66.70097658153456,67.19034543764681,66.29969053527797,66.44650268554688,17193400
2025-08-01,67.14140774856898,67.57205474544854,66.8184225009093,67.39588165283203,16107500
2025-08-04,67.25885656649585,67.61120273915849,66.85757052150602,67.4937515258789,10701500
2025-08-05,67.43502836812817,68.01248002127222,67.28821622111963,67.58184051513672,11993400
2025-08-06,67.65035161525518,68.31589354111827,67.17076477224693,68.03205871582031,10783000
2025-08-07,67.98311837261761,69.2163299405149,67.85588516237121,68.9324951171875,15790800
2025-08-08,68.8639774319539,69.36313569367876,68.58993210149326,68.84439849853516,9232700
2025-08-11,68.80526043229668,69.35335113198164,68.47248574521956,69.24568939208984,10909400
