Price,Open,High,Low,Close,Volume
Ticker,UNH,UNH,UNH,UNH,UNH
Date,,,,,
2025-04-22,412.9942803710208,419.6661309171119,405.68049705444884,415.464599609375,10156900
2025-04-23,415.35765966935224,426.81459328670655,412.128703178325,416.2232360839844,8345700
2025-04-24,415.8439467214948,418.1100336673088,412.0314392325066,412.614990234375,7629100
2025-04-25,411.94389674609124,411.94389674609124,400.72037206038084,407.1588439941406,9263800
2025-04-28,408.23836259387787,412.4885106610223,404.1535356581477,408.48150634765625,6614300
2025-04-29,409.6388862184649,410.1835258700657,397.880457467707,398.00689697265625,9909100
2025-04-30,397.8123407490922,401.9263435774606,390.00256488879376,400.15625,9192800
2025-05-01,400.0395574970835,400.6911661281663,388.89382658875303,389.69134521484375,9316800
2025-05-02,388.9911216234702,390.9751831020287,382.32897637329097,388.9522399902344,11392900
2025-05-05,388.174145016033,398.46400555509035,386.6861063928245,393.7080993652344,8157200
2025-05-06,391.75320785554106,393.62056496138894,382.63047906074274,383.6905822753906,7858600
2025-05-07,384.50756044534785,384.6728815863433,375.12221694170273,380.335205078125,8517200
2025-05-08,379.30425856174224,380.1990406414182,374.8012314611975,374.9762878417969,7218300
2025-05-09,375.093040182794,375.94888131237803,368.1585751870771,370.20098876953125,8381100
2025-05-12,370.551117487237,376.59080061916717,366.5052014616579,368.3628234863281,11004800
2025-05-13,326.53233753697964,332.6206668430802,300.6229536589226,302.8404235839844,59478300
2025-05-14,312.63424608725194,314.08337334160456,298.6874944475506,299.5628356933594,40029600
2025-05-15,267.36086263183637,269.06286888863497,242.05447171577902,266.8259582519531,121849200
2025-05-16,271.6304959582822,286.4136190151132,261.75886506665245,283.9043884277344,71094300
2025-05-19,296.41171560276786,307.6158002440611,289.0979612135309,307.2267761230469,62524700
2025-05-20,312.1187772635859,315.73675739521883,304.0074757692634,312.7606506347656,41487000
2025-05-21,292.7450672332499,301.4593306914765,291.84057963059877,294.6707763671875,45506900
2025-05-22,285.8301168597046,297.2870506099766,284.4782231933789,288.53387451171875,27159600
2025-05-23,287.9794833738524,291.4807595523835,283.6418068841188,287.4640197753906,16873600
2025-05-27,291.286225141105,291.72389578235226,281.20062670231624,286.9096374511719,20144600
2025-05-28,285.93705706974725,295.4488396176992,285.23680186520824,289.934326171875,16114200
2025-05-29,288.6602535918736,295.05981383416736,286.909630430989,289.9927062988281,16221100
2025-05-30,289.7981790115771,297.2578424516742,287.7265894764023,293.630126953125,16309300
2025-06-02,294.8069416255086,304.9508921779451,292.71591122386513,296.3630676269531,19074400
2025-06-03,294.78749117605224,297.3356329508348,291.78223795979574,292.95904541015625,12805700
2025-06-04,295.2154613134276,299.2030252561166,291.9670639624418,292.1421203613281,11255600
2025-06-05,292.14212294571996,294.1261845258954,286.044057871498,287.72662353515625,13529000
2025-06-06,289.07846040575265,296.0421005451642,289.0006377893169,294.9041748046875,12589000
2025-06-09,296.67433099226844,298.96959409125054,292.8812938571313,294.87506103515625,12170300
2025-06-10,295.4682626957328,296.75206877375786,292.3463053665362,295.45855712890625,11384100
2025-06-11,294.37904125019236,303.034954207036,293.9414002381442,302.0429382324219,14711400
2025-06-12,302.85984830003895,310.0568973457607,300.04912199105723,309.76513671875,15957200
2025-06-13,307.2364556639253,308.7147887514347,303.3558906704839,304.93145751953125,13762400
2025-06-16,306.5769726693795,306.84142127789545,298.53545725104294,301.3465576171875,14240100
2025-06-17,301.1409249219061,303.5896231896356,299.2505071418034,302.5317687988281,11593900
2025-06-18,301.23882042329126,305.39183261833136,299.9459305777348,300.8960266113281,12205600
2025-06-20,303.1487890783835,303.2369386126421,295.40110561546254,295.8125,16177900
2025-06-23,295.7047619519275,296.2630722650332,289.45567992719884,294.5097961425781,12274700
2025-06-24,295.26397768801286,299.54429644245965,293.18745695033397,299.348388671875,8781400
2025-06-25,298.13388258962783,298.13388258962783,293.64785113086737,295.8222961425781,8722100
2025-06-26,296.361041656505,300.416070178047,295.10730942142266,296.4100036621094,6532700
2025-06-27,296.73321942907944,304.07931302882895,295.99861006910453,302.76678466796875,15304400
2025-06-30,302.6590609288233,305.9697052775834,300.0536427720555,305.568115234375,10074100
2025-07-01,305.5681239117944,319.8489173410143,304.6963730853915,319.4473571777344,17865500
2025-07-02,314.1581238377501,315.8036714791403,300.14178000159325,301.24859619140625,18177200
2025-07-03,303.48179811632787,305.84234631374744,301.9048511268879,302.21826171875,6161100
2025-07-07,301.6796049103449,302.2770728969049,295.0191580571696,297.4776306152344,9031200
2025-07-08,297.9869483889821,301.9734057561985,297.5657496429734,301.3857421875,9613800
2025-07-09,296.96831427186396,297.3699043487183,292.6194240387759,296.6940612792969,12816700
2025-07-10,296.84096983872723,298.6725911963836,290.513542451005,293.36383056640625,11355600
2025-07-11,293.86335752867694,297.8792284825695,291.8848201796152,297.8596496582031,9808200
2025-07-14,295.45011013332083,297.8008541546737,292.86427078590026,294.4118347167969,10681400
2025-07-15,293.55967941501603,294.5097753594299,285.0578078062114,285.7238464355469,16019000
2025-07-16,286.5466508868708,289.9160619952561,284.78360014260807,286.4878845214844,9714000
2025-07-17,286.3311612083016,286.98742546992537,278.0055874318703,282.1585998535156,14792700
2025-07-18,281.98228386238213,282.15858294610433,275.04755432264164,276.84979248046875,14979700
2025-07-21,278.79897880536623,280.62079580199986,275.4295679060006,276.35028076171875,10319200
2025-07-22,276.83020222480064,281.21824977000534,276.21312556592324,279.2789001464844,14600300
2025-07-23,281.6002763389507,286.63481388812033,279.1026162792605,286.5074768066406,13111100
2025-07-24,277.2905770342848,283.2751808042554,272.51071359129213,272.8633117675781,22585200
2025-07-25,275.23365307335445,280.268190470294,274.1954075206833,275.29241943359375,16486600
2025-07-28,277.6823439927793,279.1515627440638,273.9505307558231,276.3306579589844,15779400
2025-07-29,260.2476245145736,267.3096608817093,255.20328293243062,255.71263122558594,41706000
2025-07-30,259.3660530345281,261.1585165219116,252.82313983782686,260.58062744140625,22371800
2025-07-31,256.0358576914587,256.0358576914587,242.66597254848682,244.43882751464844,29606900
