ticker,x,y,sector
AAPL,-23.79983139038086,28.23165512084961,Information_Technology
BAC,-12.385910987854004,43.34432220458984,Financials
CAT,-13.18211841583252,-5.208390712738037,Industrials
CVX,-5.06403398513794,-32.03402328491211,Energy
DAL,-26.4272575378418,49.103397369384766,Industrials
GOOG,-17.543790817260742,6.707370758056641,Information_Technology
GS,-4.600429534912109,37.07164764404297,Financials
HAL,-11.271280288696287,-51.28403472900391,Energy
JNJ,-21.516210556030277,-9.114812850952148,Healthcare
JPM,4.606941223144531,42.448360443115234,Financials
KO,-34.31654357910156,-11.741450309753418,Consumer_Staples
MCD,18.90562438964844,18.56527137756348,Consumer_Discretionary
META,16.95518684387207,52.64167785644531,Information_Technology
MMM,16.64237403869629,29.985374450683597,Industrials
MSFT,21.96964454650879,63.88398361206055,Information_Technology
NKE,-0.4886128902435303,-84.46092224121094,Consumer_Discretionary
NVDA,-6.764272689819336,57.32571792602539,Information_Technology
PFE,-20.29720115661621,-55.9864501953125,Healthcare
UNH,-8.452204704284668,-80.85266876220703,Healthcare
XOM,-13.883488655090332,-33.36007308959961,Energy
